Abbrev	Ciudad	Region	Universidad-CO	Grado	Grado-Prev	Campo-Estudio	Fulbright-Grant	Genero	Area-Estudio	Departamento	Grado-Area-Estudio	Universidad-US	Cohorte
HHH	MANIZALES	Eje Cafetero	UNIVERSIDAD NACIONAL DE COLOMBIA	INV & DOC	BACHELOR	INGENIERIA INDUSTRIAL	BECA HUBERT H. HUMPHREY	MALE	EDUCATION	CALDAS		Cornell University	2007
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	Ph.D.	BACHELOR	INGENIERIA INDUSTRIAL	BECA J. WILLIAM FULBRIGHT	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	SANTANDER		SUNY College of Environmental Science and Forestry	2000
FLB-LSP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA INDUSTRIAL	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	INDUSTRIAL ENGINEERING	Georgia Institute of Technology - Main Campus	1984
CLC-DNP	SABANETA	Valle Aburra	UNIVERSIDAD EAFIT-	Ph.D.	BACHELOR	INGENIERIA MECANICA	BECA FULBRIGHT-COLCIENCIAS-DNP	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	ANTIOQUIA		University of Kentucky	2000
JWF	BARRANQUILLA	Caribe	UNIVERSIDAD DEL NORTE	MASTER'S	BACHELOR	INGENIERIA MECANICA	BECA J. WILLIAM FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	ATLANTICO		Michigan Technological University	2002
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	INGENIERIA MECANICA	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	NORTE DE SANTANDER	MECHANICAL ENGINEERING	Rensselaer Polytechnic Institute	1980
JWF	PEREIRA	Eje Cafetero	UNIVERSIDAD DE LOS ANDES	MASTER'S	BACHELOR	INGENIERIA MECANICA	BECA J. WILLIAM FULBRIGHT	MALE	ENGINEERING & APPLIED SCIENCES	RISARALDA	MECHANICAL ENGINEERING	Stanford University	1965
FLB-LSP	IBAGUE	Tolima Grande	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	INGENIERIA MECANICA	BECA FULBRIGHT-LASPAU	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	TOLIMA	AGRICULTURAL ENGINEERING	UNIVERSITY OF MINNESOTA - TWIN CITIES	1979
FLB-CLC	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA METALURGICA	BECA FULBRIGHT-COLCIENCIAS	FEMALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	CHEMICAL ENGINEERING	Pennsylvania State University	1999
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	INGENIERIA QUIMICA	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	NORTE DE SANTANDER	MECHANICAL ENGINEERING	Stevens Institute of Technology	1981
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD NACIONAL DE COLOMBIA	MASTER'S	BACHELOR	INGENIERIA QUIMICA	BECA FULBRIGHT-LASPAU	FEMALE	ENGINEERING & APPLIED SCIENCES	NORTE DE SANTANDER	CHEMICAL ENGINEERING	The University of Alabama	1983
FLB-LSP	CUCUTA	Santanderes	UNIVERSIDAD NACIONAL DE COLOMBIA	Ph.D.	BACHELOR	INGENIERIA QUIMICA	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	NORTE DE SANTANDER		Ohio State University	1997
FLB-LSP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERIA QUIMICA	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	CHEMICAL ENGINEERING	University of Delaware	1982
FLB-LSP	POPAYAN	Sur Occidente	UNIVERSIDAD DEL VALLE	MASTER'S	BACHELOR	INGENIERÑIA ELECTRONICA	BECA FULBRIGHT-LASPAU	MALE	PHYSICAL SCIENCES & MATHEMATICS	CAUCA		Case Western Reserve University	1979
FLB-LSP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERÑIA ELECTRONICA	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	SYSTEMS ENGINEERING	University of California - Los Angeles	1976
FLB-LSP	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	INGENIERÑIA ELECTRONICA	BECA FULBRIGHT-LASPAU	MALE	ENGINEERING & APPLIED SCIENCES	SANTANDER	ELECTRICAL & ELECTRONIC ENGINEERING TECHNOLOGIES	Rensselaer Polytechnic Institute	1982
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	INGLES Y ESPAÑOL	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	ATLANTICO		MARTIN LUTHER KING ACADEMIC MAGNET	2003
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	INGLES Y ESPAÑOL	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	ATLANTICO		UNIVERSITY PREP ACADEMY	2005
FLB-CLC	CHIQUINQUIRA	Cundi-Boyacense	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC	Ph.D.	BACHELOR	INGLES Y ESPAÑOL	BECA FULBRIGHT-COLCIENCIAS	MALE	EDUCATION	BOYACA		University of Massachusetts - Boston	1998
FLB-LSP	POPAYAN	Sur Occidente	UNIVERSIDAD DE ANTIOQUIA	MASTER'S	BACHELOR	INGLES Y ESPAÑOL	BECA FULBRIGHT-LASPAU	FEMALE	EDUCATION	CAUCA		Ohio University - Main Campus	1992
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD PEDAGOGICA NACIONAL	MASTER'S	BACHELOR	INGLES Y ESPAÑOL	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	SANTANDER		University of Illinois at Urbana-Champaign	1999
TEP	NEIVA	Tolima Grande	UNIVERSIDAD NACIONAL DE COLOMBIA	INV & DOC	BACHELOR	INGLES Y FRANCES	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	HUILA		SYLVAN HILLS JUNIOR HIGH SCHOOL	1992
JWF	SANTA MARTA	Caribe	UNIVERSIDAD DE PAMPLONA	MASTER'S	BACHELOR	INGLES Y FRANCES	BECA J. WILLIAM FULBRIGHT	FEMALE	EDUCATION	MAGDALENA		Southern Illinois University Carbondale	1981
DU	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	MASTER'S	BACHELOR	INGLES Y FRANCES	BECA PARA DESARROLLO UNIVERSITARIO	FEMALE	EDUCATION	NARIÑO		University of Northern Iowa	2000
DU	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	MASTER'S	BACHELOR	INGLES Y FRANCES	BECA PARA DESARROLLO UNIVERSITARIO	MALE	EDUCATION	NARIÑO		University of Northern Iowa	2000
FLB-LSP	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	MASTER'S	BACHELOR	INGLES Y FRANCES	BECA FULBRIGHT-LASPAU	FEMALE	EDUCATION	NARIÑO		University of Northern Iowa	1988
VS	LETICIA	Amazonia	UNIVERSIDAD DEL ROSARIO	INV & DOC	BACHELOR	LAW	BECA PROFESOR INVESTIGADOR VISITANTE COLOMBIANO	MALE	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	AMAZONAS	COLOMBIAN AMAZON	University of Wisconsin - Madison	2015
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	LENGUAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	ATLANTICO		CABIN JOHN MIDDLE SCHOOL	2001
JWF	BUCARAMANGA	Santanderes	UNIVERSIDAD INDUSTRIAL DE SANTANDER	MASTER'S	BACHELOR	LENGUAS	BECA J. WILLIAM FULBRIGHT	FEMALE	EDUCATION	SANTANDER		Southern Illinois University Carbondale	1987
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	LENGUAS MODERNAS	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	ATLANTICO		IRVING ELEMENTARY SCHOOL	2007
TEP	BARRANQUILLA	Caribe	UNIVERSIDAD DEL ATLANTICO	INV & DOC	BACHELOR	LENGUAS MODERNAS	TEACHER EXCHANGE PROGRAM	MALE	EDUCATION	ATLANTICO		GAVILAN VIEW MIDDLE SCHOOL	2000
JWF	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA J. WILLIAM FULBRIGHT	MALE	HUMANITIES & SOCIAL SCIENCES	CALDAS		Ohio University - Main Campus	1982
JWF	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA J. WILLIAM FULBRIGHT	FEMALE	EDUCATION	CALDAS	ELEMENTARY EDUCATION	University of Oregon	1988
TEP	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	INV & DOC	BACHELOR	LENGUAS MODERNAS	TEACHER EXCHANGE PROGRAM	FEMALE	EDUCATION	CALDAS		HAMPTON BAYS JUNIOR-SENIOR HIGH SCHOOL	1989
JWF	MANIZALES	Eje Cafetero	UNIVERSIDAD DE CALDAS	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	CALDAS		Southern Illinois University Carbondale	1991
FLB-CLC	POPAYAN	Sur Occidente	UNIVERSIDAD DEL CAUCA	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA FULBRIGHT-COLCIENCIAS	MALE	EDUCATION	CAUCA		University of Arizona	1997
JWF	NEIVA	Tolima Grande	UNIVERSIDAD SURCOLOMBIANA	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA J. WILLIAM FULBRIGHT	FEMALE	EDUCATION	HUILA		Iowa State University	2003
JWF	RIOHACHA	Caribe	UNIVERSIDAD DE ANTIOQUIA	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	LA GUAJIRA		SUNY Stony Brook	1997
JWF	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	MASTER'S	BACHELOR	LENGUAS MODERNAS	BECA J. WILLIAM FULBRIGHT	MALE	EDUCATION	NARIÑO		Ohio University - Main Campus	1981
FLB-LSP	PASTO	Sur Occidente	UNIVERSIDAD DE NARIÑO	Ph.D.	BACHELOR	LENGUAS MODERNAS	BECA FULBRIGHT-LASPAU	MALE	EDUCATION	NARIÑO		University of Texas at Austin	1988
